Label,Timestamp,Ch_1,Ch_2,Ch_3,Ch_4,Ch_5,Ch_6,Ch_7,Ch_8,Ch_9,Ch_10,Ch_11,Ch_12,Ch_13,Ch_14,Ch_15,Ch_16,Ch_17,Ch_18
Healthy,2026-02-08 16:00:46,18.74071502685547,71.34031677246094,208.1690673828125,104.71663665771484,128.25775146484375,161.15594482421875,36.19623565673828,39.47190856933594,25.44318962097168,29.41862297058105,3.369701147079468,3.82653284072876,440.8429565429688,230.0482940673828,824.5567016601562,523.46484375,184.3807830810547,78.95906829833984
Healthy,2026-02-08 16:01:34,16.296274185180664,56.3213005065918,177.12631225585938,82.93557739257812,87.71650695800781,104.03738403320312,31.203651428222656,33.921173095703125,19.955442428588867,28.928312301635746,3.369701147079468,3.82653284072876,905.9207153320312,522.8370361328125,1188.0709228515625,700.1444702148438,242.92823791503903,116.72209930419922
Healthy,2026-02-08 16:01:39,17.111087799072266,57.259986877441406,176.21328735351562,82.93557739257812,86.97940063476562,102.67742156982422,29.95550537109375,33.30442428588867,20.454328536987305,27.94769096374512,3.369701147079468,3.82653284072876,890.918212890625,495.6495056152344,1144.5460205078125,673.0262451171875,235.9375,114.43343353271484
Healthy,2026-02-08 16:01:45,17.111087799072266,58.19867706298828,177.12631225585938,82.09783935546875,86.97940063476562,102.67742156982422,29.331432342529297,33.30442428588867,20.454328536987305,27.457380294799805,3.369701147079468,3.82653284072876,882.8399658203125,483.1014404296875,1121.9774169921875,660.69970703125,232.442123413086,112.14476013183594
Healthy,2026-02-08 16:02:57,28.518478393554688,111.70391082763672,322.2968444824219,134.03729248046875,132.68043518066406,145.51634216308594,41.18881988525391,47.48963928222656,36.91756820678711,62.759727478027344,4.717581748962402,4.78316593170166,677.4209594726562,403.6301879882813,1201.7733154296875,697.67919921875,237.6851806640625,104.1344223022461
Healthy,2026-02-08 16:03:03,26.888851165771484,112.6426010131836,335.07916259765625,136.5504913330078,138.5773468017578,154.3561248779297,48.677696228027344,51.19013214111328,35.919795989990234,71.09500122070312,4.717581748962402,5.739799499511719,793.9789428710938,462.1879577636719,1306.5556640625,747.806884765625,254.28819274902344,112.14476013183594
Healthy,2026-02-08 16:03:09,27.70366477966309,127.66161346435548,413.59906005859375,160.84475708007812,171.74745178222656,197.19503784179688,48.677696228027344,48.72313690185547,32.42759323120117,84.33338165283203,5.39152193069458,5.739799499511719,948.6201782226562,558.3899536132812,1532.24072265625,855.458251953125,287.49420166015625,127.02111053466795
Healthy,2026-02-08 16:04:21,38.29624176025391,174.5960235595703,626.333251953125,266.39910888671875,305.1650085449219,369.230712890625,34.32401657104492,35.77141571044922,24.94430351257324,33.831417083740234,4.043641567230225,3.82653284072876,645.10791015625,252.0074615478516,1131.649658203125,661.521484375,226.32522583007807,89.2580795288086
Healthy,2026-02-08 16:04:27,37.48143005371094,173.6573486328125,626.333251953125,266.39910888671875,305.1650085449219,369.9107055664063,34.32401657104492,36.38816452026367,24.94430351257324,33.831417083740234,4.717581748962402,3.82653284072876,647.4159545898438,255.1444702148437,1113.917236328125,649.1950073242188,224.5775451660156,89.2580795288086
Healthy,2026-02-08 16:04:33,37.48143005371094,173.6573486328125,625.4202270507812,266.39910888671875,305.1650085449219,368.55072021484375,34.32401657104492,36.38816452026367,24.94430351257324,33.831417083740234,4.043641567230225,3.82653284072876,647.4159545898438,246.77908325195312,1102.633056640625,641.7991333007812,222.82986450195312,88.11373901367188
Healthy,2026-02-08 16:05:55,19.55552864074707,83.54325866699219,295.8192138671875,140.73916625976562,145.948486328125,173.39564514160156,31.203651428222656,27.7536849975586,17.959897994995117,51.972900390625,4.043641567230225,3.82653284072876,721.2744750976562,500.8778991699219,1558.0333251953125,914.6253662109376,304.9710693359375,129.30978393554688
Healthy,2026-02-08 16:06:04,19.55552864074707,82.60457611083984,292.1671142578125,139.90142822265625,145.21136474609375,172.03567504882812,31.203651428222656,27.7536849975586,17.46101188659668,51.48258972167969,4.043641567230225,3.82653284072876,712.0421752929688,478.9187316894531,1514.5084228515625,884.2200317382812,297.9803161621094,127.02111053466795
Healthy,2026-02-08 16:06:10,19.55552864074707,81.66588592529297,291.25408935546875,139.90142822265625,145.21136474609375,171.35569763183594,30.579578399658203,27.7536849975586,17.46101188659668,51.48258972167969,4.043641567230225,3.82653284072876,707.426025390625,464.279296875,1500.0,874.3588256835938,296.2326354980469,124.73243713378906
Healthy,2026-02-08 16:07:02,16.296274185180664,58.19867706298828,178.95236206054688,78.74691009521484,84.76805877685547,101.31745147705078,31.203651428222656,30.83742904663086,17.46101188659668,31.379863739013672,3.369701147079468,3.82653284072876,520.4716796875,308.4738464355469,1187.264892578125,732.193359375,250.79283142089844,101.84575653076172
Healthy,2026-02-08 16:07:08,16.296274185180664,58.19867706298828,178.03933715820312,78.74691009521484,84.76805877685547,100.63746643066406,31.203651428222656,30.83742904663086,17.46101188659668,31.379863739013672,3.369701147079468,3.82653284072876,515.85546875,291.7430725097656,1162.2783203125,714.936279296875,246.42361450195312,100.70142364501952
Healthy,2026-02-08 16:07:12,16.296274185180664,57.259986877441406,177.12631225585938,78.74691009521484,84.76805877685547,100.63746643066406,31.203651428222656,30.83742904663086,17.46101188659668,30.88955307006836,3.369701147079468,2.86989974975586,510.0852966308594,285.4690246582031,1148.5760498046875,705.0750732421875,243.8020782470703,99.5570831298828
